flight_id,flight_number,route_id,flight_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,aircraft_type,seat_capacity,flight_status,delay_min,block_time_delta,actual_block_hours,exact_fuel_cost_usd,total_operating_cost_usd
FLT00248,HF106,R006,2025-01-16,2025-01-16 06:00:00,,2025-01-16 07:35:00,,A319,122,Cancelled,,,,,
FLT00249,HF106,R006,2025-01-16,2025-01-16 08:00:00,2025-01-16 08:00:00,2025-01-16 09:35:00,2025-01-16 09:30:00,A320neo,165,On Time,0.0,0 days 01:30:00,1.5,2992.5,4537.5
FLT00250,HF107,R007,2025-01-16,2025-01-16 13:00:00,2025-01-16 13:00:00,2025-01-16 14:25:00,2025-01-16 14:20:00,A319,122,On Time,0.0,0 days 01:20:00,1.3333333333333333,3040.0,4440.0
FLT00251,HF108,R008,2025-01-16,2025-01-16 22:00:00,2025-01-16 22:00:00,2025-01-16 23:40:00,2025-01-16 23:35:00,A320,150,Delayed,0.0,0 days 01:35:00,1.5833333333333333,3760.42,5502.08
FLT00252,HF109,R009,2025-01-16,2025-01-16 08:45:00,2025-01-16 08:45:00,2025-01-16 15:15:00,2025-01-16 15:10:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00253,HF109,R009,2025-01-16,2025-01-16 19:30:00,2025-01-16 19:40:00,2025-01-17 02:00:00,2025-01-17 02:05:00,A330-900neo,242,Delayed,10.0,0 days 06:25:00,6.416666666666667,15298.96,22357.29
FLT00254,HF110,R010,2025-01-16,2025-01-16 10:30:00,,2025-01-16 11:40:00,,A319,122,Cancelled,,,,,
FLT00255,HF111,R011,2025-01-16,2025-01-16 19:15:00,2025-01-16 19:15:00,2025-01-16 21:25:00,2025-01-16 21:20:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00256,HF112,R012,2025-01-16,2025-01-16 19:00:00,2025-01-16 19:05:00,2025-01-16 20:35:00,2025-01-16 20:35:00,A320neo,165,On Time,5.0,0 days 01:30:00,1.5,3017.44,4562.44
FLT00257,HF101,R001,2025-01-17,2025-01-17 10:00:00,2025-01-17 09:55:00,2025-01-17 10:50:00,2025-01-17 10:45:00,A319,122,On Time,0.0,0 days 00:50:00,0.8333333333333334,1900.0,2775.0
FLT00258,HF102,R002,2025-01-17,2025-01-17 06:30:00,2025-01-17 06:25:00,2025-01-17 07:35:00,2025-01-17 07:30:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00259,HF103,R003,2025-01-17,2025-01-17 19:45:00,2025-01-17 19:45:00,2025-01-17 20:55:00,2025-01-17 20:50:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00260,HF104,R004,2025-01-17,2025-01-17 22:45:00,2025-01-17 22:45:00,2025-01-17 23:55:00,2025-01-17 23:50:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00261,HF104,R004,2025-01-17,2025-01-17 10:45:00,2025-01-17 10:45:00,2025-01-17 11:55:00,2025-01-17 11:50:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00262,HF105,R005,2025-01-17,2025-01-17 13:00:00,2025-01-17 13:30:00,2025-01-17 15:10:00,2025-01-17 15:35:00,A320,150,Delayed,30.0,0 days 02:05:00,2.0833333333333335,5126.04,7417.71
FLT00263,HF105,R005,2025-01-17,2025-01-17 10:15:00,2025-01-17 10:10:00,2025-01-17 12:25:00,2025-01-17 12:20:00,A319,122,On Time,0.0,0 days 02:10:00,2.1666666666666665,4940.0,7215.0
FLT00264,HF106,R006,2025-01-17,2025-01-17 22:15:00,2025-01-17 22:45:00,2025-01-17 23:50:00,2025-01-18 00:15:00,A320neo,165,Delayed,30.0,0 days 01:30:00,1.5,3142.12,4687.12
FLT00265,HF106,R006,2025-01-17,2025-01-17 10:00:00,2025-01-17 10:00:00,2025-01-17 11:35:00,2025-01-17 11:30:00,A319,122,Delayed,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00266,HF107,R007,2025-01-17,2025-01-17 08:30:00,2025-01-17 08:25:00,2025-01-17 09:55:00,2025-01-17 09:50:00,A319,122,On Time,0.0,0 days 01:25:00,1.4166666666666667,3230.0,4717.5
FLT00267,HF108,R008,2025-01-17,2025-01-17 08:45:00,2025-01-17 08:50:00,2025-01-17 10:25:00,2025-01-17 10:25:00,A319,122,On Time,5.0,0 days 01:35:00,1.5833333333333333,3638.5,5301.0
FLT00268,HF109,R009,2025-01-17,2025-01-17 10:00:00,2025-01-17 10:00:00,2025-01-17 16:30:00,2025-01-17 16:25:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00269,HF109,R009,2025-01-17,2025-01-17 06:00:00,2025-01-17 06:00:00,2025-01-17 12:30:00,2025-01-17 12:25:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00270,HF110,R010,2025-01-17,2025-01-17 22:15:00,2025-01-17 22:45:00,2025-01-17 23:25:00,2025-01-17 23:50:00,A320,150,Delayed,30.0,0 days 01:05:00,1.0833333333333333,2751.04,3942.71
FLT00271,HF111,R011,2025-01-17,2025-01-17 16:15:00,2025-01-17 16:15:00,2025-01-17 18:25:00,2025-01-17 18:20:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00272,HF112,R012,2025-01-17,2025-01-17 10:30:00,2025-01-17 10:25:00,2025-01-17 12:05:00,2025-01-17 12:00:00,A320neo,165,On Time,0.0,0 days 01:35:00,1.5833333333333333,3158.75,4789.58
FLT00273,HF101,R001,2025-01-18,2025-01-18 22:15:00,2025-01-18 22:30:00,2025-01-18 23:05:00,2025-01-18 23:15:00,A319,122,Delayed,15.0,0 days 00:45:00,0.75,1795.5,2583.0
FLT00274,HF102,R002,2025-01-18,2025-01-18 22:45:00,2025-01-18 22:55:00,2025-01-18 23:50:00,2025-01-18 23:55:00,A319,122,Delayed,10.0,0 days 01:00:00,1.0,2337.0,3387.0
FLT00275,HF103,R003,2025-01-18,2025-01-18 19:15:00,2025-01-18 19:45:00,2025-01-18 20:25:00,2025-01-18 20:50:00,A320,150,Delayed,30.0,0 days 01:05:00,1.0833333333333333,2751.04,3942.71
FLT00276,HF104,R004,2025-01-18,2025-01-18 08:45:00,2025-01-18 08:40:00,2025-01-18 09:55:00,2025-01-18 09:50:00,A319,122,On Time,0.0,0 days 01:10:00,1.1666666666666667,2660.0,3885.0
FLT00277,HF104,R004,2025-01-18,2025-01-18 06:45:00,2025-01-18 07:00:00,2025-01-18 07:55:00,2025-01-18 08:05:00,A319,122,Delayed,15.0,0 days 01:05:00,1.0833333333333333,2555.5,3693.0
FLT00278,HF105,R005,2025-01-18,2025-01-18 06:45:00,2025-01-18 06:40:00,2025-01-18 08:55:00,2025-01-18 08:50:00,A319,122,On Time,0.0,0 days 02:10:00,2.1666666666666665,4940.0,7215.0
FLT00279,HF105,R005,2025-01-18,2025-01-18 13:45:00,2025-01-18 13:50:00,2025-01-18 15:55:00,2025-01-18 15:55:00,A319,122,On Time,5.0,0 days 02:05:00,2.0833333333333335,4778.5,6966.0
FLT00280,HF106,R006,2025-01-18,2025-01-18 13:15:00,2025-01-18 14:15:00,2025-01-18 14:50:00,2025-01-18 15:45:00,A320,150,Delayed,60.0,0 days 01:30:00,1.5,3918.75,5568.75
FLT00281,HF106,R006,2025-01-18,2025-01-18 06:00:00,2025-01-18 06:00:00,2025-01-18 07:35:00,2025-01-18 07:30:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00282,HF107,R007,2025-01-18,2025-01-18 13:45:00,2025-01-18 13:40:00,2025-01-18 15:10:00,2025-01-18 15:05:00,A320,150,On Time,0.0,0 days 01:25:00,1.4166666666666667,3364.58,4922.92
FLT00283,HF108,R008,2025-01-18,2025-01-18 06:15:00,2025-01-18 06:20:00,2025-01-18 07:55:00,2025-01-18 07:55:00,A319,122,On Time,5.0,0 days 01:35:00,1.5833333333333333,3638.5,5301.0
FLT00284,HF109,R009,2025-01-18,2025-01-18 06:00:00,2025-01-18 06:00:00,2025-01-18 12:30:00,2025-01-18 12:25:00,A330-900neo,242,Delayed,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00285,HF109,R009,2025-01-18,2025-01-18 08:15:00,2025-01-18 08:15:00,2025-01-18 14:45:00,2025-01-18 14:40:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00286,HF110,R010,2025-01-18,2025-01-18 08:00:00,2025-01-18 08:05:00,2025-01-18 09:10:00,2025-01-18 09:10:00,A320,150,On Time,5.0,0 days 01:05:00,1.0833333333333333,2602.6,3794.27
FLT00287,HF111,R011,2025-01-18,2025-01-18 13:15:00,2025-01-18 13:15:00,2025-01-18 15:25:00,2025-01-18 15:20:00,A320,150,On Time,0.0,0 days 02:05:00,2.0833333333333335,4947.92,7239.58
FLT00288,HF112,R012,2025-01-18,2025-01-18 06:15:00,2025-01-18 06:10:00,2025-01-18 07:50:00,2025-01-18 07:45:00,A320,150,On Time,0.0,0 days 01:35:00,1.5833333333333333,3760.42,5502.08
FLT00289,HF101,R001,2025-01-19,2025-01-19 06:45:00,2025-01-19 06:40:00,2025-01-19 07:35:00,2025-01-19 07:30:00,A319,122,On Time,0.0,0 days 00:50:00,0.8333333333333334,1900.0,2775.0
FLT00290,HF102,R002,2025-01-19,2025-01-19 19:00:00,2025-01-19 18:55:00,2025-01-19 20:05:00,2025-01-19 20:00:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00291,HF103,R003,2025-01-19,2025-01-19 16:15:00,2025-01-19 16:20:00,2025-01-19 17:25:00,2025-01-19 17:25:00,A320neo,165,Delayed,5.0,0 days 01:05:00,1.0833333333333333,2186.19,3302.02
FLT00292,HF104,R004,2025-01-19,2025-01-19 19:30:00,2025-01-19 19:25:00,2025-01-19 20:40:00,2025-01-19 20:35:00,A320,150,On Time,0.0,0 days 01:10:00,1.1666666666666667,2770.83,4054.17
FLT00293,HF104,R004,2025-01-19,2025-01-19 22:30:00,2025-01-19 22:30:00,2025-01-19 23:40:00,2025-01-19 23:35:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00294,HF105,R005,2025-01-19,2025-01-19 19:15:00,2025-01-19 19:10:00,2025-01-19 21:25:00,2025-01-19 21:20:00,A320,150,On Time,0.0,0 days 02:10:00,2.1666666666666665,5145.83,7529.17
FLT00295,HF105,R005,2025-01-19,2025-01-19 13:15:00,2025-01-19 14:15:00,2025-01-19 15:25:00,2025-01-19 16:20:00,A320,150,Delayed,60.0,0 days 02:05:00,2.0833333333333335,5304.17,7595.83
FLT00296,HF106,R006,2025-01-19,2025-01-19 08:15:00,2025-01-19 08:15:00,2025-01-19 09:50:00,2025-01-19 09:45:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00297,HF106,R006,2025-01-19,2025-01-19 06:45:00,2025-01-19 06:40:00,2025-01-19 08:20:00,2025-01-19 08:15:00,A319,122,On Time,0.0,0 days 01:35:00,1.5833333333333333,3610.0,5272.5
FLT00298,HF107,R007,2025-01-19,2025-01-19 10:45:00,2025-01-19 10:45:00,2025-01-19 12:10:00,2025-01-19 12:05:00,A320,150,On Time,0.0,0 days 01:20:00,1.3333333333333333,3166.67,4633.33
FLT00299,HF108,R008,2025-01-19,2025-01-19 16:45:00,2025-01-19 16:45:00,2025-01-19 18:25:00,2025-01-19 18:20:00,A319,122,On Time,0.0,0 days 01:35:00,1.5833333333333333,3610.0,5272.5
FLT00300,HF109,R009,2025-01-19,2025-01-19 08:45:00,2025-01-19 08:50:00,2025-01-19 15:15:00,2025-01-19 15:15:00,A330-900neo,242,On Time,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00301,HF109,R009,2025-01-19,2025-01-19 10:15:00,,2025-01-19 16:45:00,,A330-900neo,242,Cancelled,,,,,
FLT00302,HF110,R010,2025-01-19,2025-01-19 22:30:00,2025-01-19 22:30:00,2025-01-19 23:40:00,2025-01-19 23:35:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00303,HF111,R011,2025-01-19,2025-01-19 13:00:00,2025-01-19 13:00:00,2025-01-19 15:10:00,2025-01-19 15:05:00,A319,122,On Time,0.0,0 days 02:05:00,2.0833333333333335,4750.0,6937.5
FLT00304,HF112,R012,2025-01-19,2025-01-19 22:00:00,2025-01-19 22:05:00,2025-01-19 23:35:00,2025-01-19 23:35:00,A320,150,On Time,5.0,0 days 01:30:00,1.5,3592.19,5242.19
FLT00305,HF101,R001,2025-01-20,2025-01-20 13:45:00,2025-01-20 13:40:00,2025-01-20 14:35:00,2025-01-20 14:30:00,A319,122,On Time,0.0,0 days 00:50:00,0.8333333333333334,1900.0,2775.0
FLT00306,HF102,R002,2025-01-20,2025-01-20 10:45:00,2025-01-20 10:45:00,2025-01-20 11:50:00,2025-01-20 11:45:00,A319,122,On Time,0.0,0 days 01:00:00,1.0,2280.0,3330.0
FLT00307,HF103,R003,2025-01-20,2025-01-20 16:30:00,2025-01-20 16:35:00,2025-01-20 17:40:00,2025-01-20 17:40:00,A319,122,Delayed,5.0,0 days 01:05:00,1.0833333333333333,2498.5,3636.0
FLT00308,HF104,R004,2025-01-20,2025-01-20 08:45:00,2025-01-20 08:50:00,2025-01-20 09:55:00,2025-01-20 09:55:00,A320neo,165,On Time,5.0,0 days 01:05:00,1.0833333333333333,2186.19,3302.02
FLT00309,HF104,R004,2025-01-20,2025-01-20 22:45:00,2025-01-20 22:45:00,2025-01-20 23:55:00,2025-01-20 23:50:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00310,HF105,R005,2025-01-20,2025-01-20 22:15:00,,2025-01-21 00:25:00,,A320,150,Cancelled,,,,,
FLT00311,HF105,R005,2025-01-20,2025-01-20 19:45:00,2025-01-20 19:40:00,2025-01-20 21:55:00,2025-01-20 21:50:00,A320,150,On Time,0.0,0 days 02:10:00,2.1666666666666665,5145.83,7529.17
FLT00312,HF106,R006,2025-01-20,2025-01-20 06:30:00,2025-01-20 06:30:00,2025-01-20 08:05:00,2025-01-20 08:00:00,A319,122,On Time,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00313,HF106,R006,2025-01-20,2025-01-20 13:00:00,2025-01-20 12:55:00,2025-01-20 14:35:00,2025-01-20 14:30:00,A320,150,On Time,0.0,0 days 01:35:00,1.5833333333333333,3760.42,5502.08
FLT00314,HF107,R007,2025-01-20,2025-01-20 13:15:00,2025-01-20 13:15:00,2025-01-20 14:40:00,2025-01-20 14:35:00,A320neo,165,On Time,0.0,0 days 01:20:00,1.3333333333333333,2660.0,4033.33
FLT00315,HF108,R008,2025-01-20,2025-01-20 16:15:00,2025-01-20 16:15:00,2025-01-20 17:55:00,2025-01-20 17:50:00,A320neo,165,On Time,0.0,0 days 01:35:00,1.5833333333333333,3158.75,4789.58
FLT00316,HF109,R009,2025-01-20,2025-01-20 16:45:00,2025-01-20 16:45:00,2025-01-20 23:15:00,2025-01-20 23:10:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00317,HF109,R009,2025-01-20,2025-01-20 19:15:00,2025-01-20 19:15:00,2025-01-21 01:45:00,2025-01-21 01:40:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00318,HF110,R010,2025-01-20,2025-01-20 19:00:00,2025-01-20 20:00:00,2025-01-20 20:10:00,2025-01-20 21:05:00,A319,122,Delayed,60.0,0 days 01:05:00,1.0833333333333333,2812.0,3949.5
FLT00319,HF111,R011,2025-01-20,2025-01-20 08:30:00,2025-01-20 09:30:00,2025-01-20 10:40:00,2025-01-20 11:35:00,A319,122,Delayed,60.0,0 days 02:05:00,2.0833333333333335,5092.0,7279.5
FLT00320,HF112,R012,2025-01-20,2025-01-20 13:30:00,2025-01-20 13:30:00,2025-01-20 15:05:00,2025-01-20 15:00:00,A320neo,165,On Time,0.0,0 days 01:30:00,1.5,2992.5,4537.5
FLT00321,HF101,R001,2025-01-21,2025-01-21 13:30:00,2025-01-21 14:15:00,2025-01-21 14:20:00,2025-01-21 15:00:00,A319,122,Delayed,45.0,0 days 00:45:00,0.75,1966.5,2754.0
FLT00322,HF102,R002,2025-01-21,2025-01-21 06:15:00,2025-01-21 06:15:00,2025-01-21 07:20:00,2025-01-21 07:15:00,A320,150,On Time,0.0,0 days 01:00:00,1.0,2375.0,3475.0
FLT00323,HF103,R003,2025-01-21,2025-01-21 19:15:00,2025-01-21 19:15:00,2025-01-21 20:25:00,2025-01-21 20:20:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00324,HF104,R004,2025-01-21,2025-01-21 13:45:00,2025-01-21 13:55:00,2025-01-21 14:55:00,2025-01-21 15:00:00,A319,122,Delayed,10.0,0 days 01:05:00,1.0833333333333333,2527.0,3664.5
FLT00325,HF104,R004,2025-01-21,2025-01-21 19:15:00,2025-01-21 19:15:00,2025-01-21 20:25:00,2025-01-21 20:20:00,A319,122,Delayed,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00326,HF105,R005,2025-01-21,2025-01-21 16:15:00,2025-01-21 17:00:00,2025-01-21 18:25:00,2025-01-21 19:05:00,A320neo,165,Delayed,45.0,0 days 02:05:00,2.0833333333333335,4380.69,6526.52
FLT00327,HF105,R005,2025-01-21,2025-01-21 19:00:00,2025-01-21 19:00:00,2025-01-21 21:10:00,2025-01-21 21:05:00,A320,150,On Time,0.0,0 days 02:05:00,2.0833333333333335,4947.92,7239.58
FLT00328,HF106,R006,2025-01-21,2025-01-21 16:30:00,2025-01-21 16:30:00,2025-01-21 18:05:00,2025-01-21 18:00:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00329,HF106,R006,2025-01-21,2025-01-21 08:45:00,2025-01-21 08:45:00,2025-01-21 10:20:00,2025-01-21 10:15:00,A320neo,165,On Time,0.0,0 days 01:30:00,1.5,2992.5,4537.5
FLT00330,HF107,R007,2025-01-21,2025-01-21 13:30:00,2025-01-21 13:30:00,2025-01-21 14:55:00,2025-01-21 14:50:00,A320neo,165,On Time,0.0,0 days 01:20:00,1.3333333333333333,2660.0,4033.33
FLT00331,HF108,R008,2025-01-21,2025-01-21 22:15:00,2025-01-21 22:15:00,2025-01-21 23:55:00,2025-01-21 23:50:00,A320neo,165,On Time,0.0,0 days 01:35:00,1.5833333333333333,3158.75,4789.58
FLT00332,HF109,R009,2025-01-21,2025-01-21 10:30:00,2025-01-21 10:30:00,2025-01-21 17:00:00,2025-01-21 16:55:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00333,HF109,R009,2025-01-21,2025-01-21 22:00:00,2025-01-21 21:55:00,2025-01-22 04:30:00,2025-01-22 04:25:00,A330-900neo,242,On Time,0.0,0 days 06:30:00,6.5,15437.5,22587.5
FLT00334,HF110,R010,2025-01-21,2025-01-21 08:00:00,2025-01-21 08:00:00,2025-01-21 09:10:00,2025-01-21 09:05:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00335,HF111,R011,2025-01-21,2025-01-21 06:00:00,2025-01-21 06:00:00,2025-01-21 08:10:00,2025-01-21 08:05:00,A319,122,Delayed,0.0,0 days 02:05:00,2.0833333333333335,4750.0,6937.5
FLT00336,HF112,R012,2025-01-21,2025-01-21 19:15:00,2025-01-21 19:15:00,2025-01-21 20:50:00,2025-01-21 20:45:00,A319,122,On Time,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00337,HF101,R001,2025-01-22,2025-01-22 10:15:00,2025-01-22 10:10:00,2025-01-22 11:05:00,2025-01-22 11:00:00,A319,122,On Time,0.0,0 days 00:50:00,0.8333333333333334,1900.0,2775.0
FLT00338,HF102,R002,2025-01-22,2025-01-22 06:15:00,2025-01-22 06:10:00,2025-01-22 07:20:00,2025-01-22 07:15:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00339,HF103,R003,2025-01-22,2025-01-22 16:30:00,2025-01-22 16:35:00,2025-01-22 17:40:00,2025-01-22 17:40:00,A320,150,On Time,5.0,0 days 01:05:00,1.0833333333333333,2602.6,3794.27
FLT00340,HF104,R004,2025-01-22,2025-01-22 22:30:00,2025-01-22 22:30:00,2025-01-22 23:40:00,2025-01-22 23:35:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00341,HF104,R004,2025-01-22,2025-01-22 08:30:00,2025-01-22 08:25:00,2025-01-22 09:40:00,2025-01-22 09:35:00,A320neo,165,On Time,0.0,0 days 01:10:00,1.1666666666666667,2327.5,3529.17
FLT00342,HF105,R005,2025-01-22,2025-01-22 19:30:00,2025-01-22 19:30:00,2025-01-22 21:40:00,2025-01-22 21:35:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00343,HF105,R005,2025-01-22,2025-01-22 10:45:00,2025-01-22 10:40:00,2025-01-22 12:55:00,2025-01-22 12:50:00,A320neo,165,On Time,0.0,0 days 02:10:00,2.1666666666666665,4322.5,6554.17
FLT00344,HF106,R006,2025-01-22,2025-01-22 22:15:00,2025-01-22 23:00:00,2025-01-22 23:50:00,2025-01-23 00:30:00,A320,150,Delayed,45.0,0 days 01:30:00,1.5,3829.69,5479.69
FLT00345,HF106,R006,2025-01-22,2025-01-22 10:00:00,2025-01-22 10:05:00,2025-01-22 11:35:00,2025-01-22 11:35:00,A319,122,On Time,5.0,0 days 01:30:00,1.5,3448.5,5023.5
FLT00346,HF107,R007,2025-01-22,2025-01-22 06:00:00,2025-01-22 06:05:00,2025-01-22 07:25:00,2025-01-22 07:25:00,A319,122,On Time,5.0,0 days 01:20:00,1.3333333333333333,3068.5,4468.5
FLT00347,HF108,R008,2025-01-22,2025-01-22 22:45:00,2025-01-22 22:45:00,2025-01-23 00:25:00,2025-01-23 00:20:00,A319,122,Delayed,0.0,0 days 01:35:00,1.5833333333333333,3610.0,5272.5
FLT00348,HF109,R009,2025-01-22,2025-01-22 22:45:00,2025-01-22 22:45:00,2025-01-23 05:15:00,2025-01-23 05:10:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00349,HF109,R009,2025-01-22,2025-01-22 06:15:00,2025-01-22 06:25:00,2025-01-22 12:45:00,2025-01-22 12:50:00,A330-900neo,242,Delayed,10.0,0 days 06:25:00,6.416666666666667,15298.96,22357.29
FLT00350,HF110,R010,2025-01-22,2025-01-22 06:45:00,2025-01-22 06:50:00,2025-01-22 07:55:00,2025-01-22 07:55:00,A320,150,On Time,5.0,0 days 01:05:00,1.0833333333333333,2602.6,3794.27
FLT00351,HF111,R011,2025-01-22,2025-01-22 16:30:00,2025-01-22 16:40:00,2025-01-22 18:40:00,2025-01-22 18:45:00,A319,122,Delayed,10.0,0 days 02:05:00,2.0833333333333335,4807.0,6994.5
FLT00352,HF112,R012,2025-01-22,2025-01-22 19:00:00,2025-01-22 19:00:00,2025-01-22 20:35:00,2025-01-22 20:30:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00353,HF101,R001,2025-01-23,2025-01-23 19:45:00,2025-01-23 19:45:00,2025-01-23 20:35:00,2025-01-23 20:30:00,A319,122,On Time,0.0,0 days 00:45:00,0.75,1710.0,2497.5
FLT00354,HF102,R002,2025-01-23,2025-01-23 10:30:00,2025-01-23 10:30:00,2025-01-23 11:35:00,2025-01-23 11:30:00,A319,122,On Time,0.0,0 days 01:00:00,1.0,2280.0,3330.0
FLT00355,HF103,R003,2025-01-23,2025-01-23 13:30:00,2025-01-23 13:45:00,2025-01-23 14:40:00,2025-01-23 14:50:00,A320neo,165,Delayed,15.0,0 days 01:05:00,1.0833333333333333,2236.06,3351.9
FLT00356,HF104,R004,2025-01-23,2025-01-23 13:30:00,2025-01-23 13:25:00,2025-01-23 14:40:00,2025-01-23 14:35:00,A320,150,On Time,0.0,0 days 01:10:00,1.1666666666666667,2770.83,4054.17
FLT00357,HF104,R004,2025-01-23,2025-01-23 22:30:00,2025-01-23 22:30:00,2025-01-23 23:40:00,2025-01-23 23:35:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00358,HF105,R005,2025-01-23,2025-01-23 16:15:00,2025-01-23 16:15:00,2025-01-23 18:25:00,2025-01-23 18:20:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00359,HF105,R005,2025-01-23,2025-01-23 13:00:00,2025-01-23 13:00:00,2025-01-23 15:10:00,2025-01-23 15:05:00,A319,122,On Time,0.0,0 days 02:05:00,2.0833333333333335,4750.0,6937.5
FLT00360,HF106,R006,2025-01-23,2025-01-23 19:45:00,2025-01-23 19:40:00,2025-01-23 21:20:00,2025-01-23 21:15:00,A319,122,On Time,0.0,0 days 01:35:00,1.5833333333333333,3610.0,5272.5
FLT00361,HF106,R006,2025-01-23,2025-01-23 19:00:00,2025-01-23 19:05:00,2025-01-23 20:35:00,2025-01-23 20:35:00,A320,150,On Time,5.0,0 days 01:30:00,1.5,3592.19,5242.19
FLT00362,HF107,R007,2025-01-23,2025-01-23 06:30:00,2025-01-23 06:40:00,2025-01-23 07:55:00,2025-01-23 08:00:00,A320neo,165,Delayed,10.0,0 days 01:20:00,1.3333333333333333,2709.87,4083.21
FLT00363,HF108,R008,2025-01-23,2025-01-23 13:30:00,2025-01-23 14:15:00,2025-01-23 15:10:00,2025-01-23 15:50:00,A320neo,165,Delayed,45.0,0 days 01:35:00,1.5833333333333333,3383.19,5014.02
FLT00364,HF109,R009,2025-01-23,2025-01-23 22:30:00,2025-01-23 22:30:00,2025-01-24 05:00:00,2025-01-24 04:55:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00365,HF109,R009,2025-01-23,2025-01-23 16:00:00,2025-01-23 16:05:00,2025-01-23 22:30:00,2025-01-23 22:30:00,A330-900neo,242,On Time,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00366,HF110,R010,2025-01-23,2025-01-23 06:30:00,2025-01-23 06:30:00,2025-01-23 07:40:00,2025-01-23 07:35:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00367,HF111,R011,2025-01-23,2025-01-23 06:45:00,2025-01-23 06:45:00,2025-01-23 08:55:00,2025-01-23 08:50:00,A319,122,On Time,0.0,0 days 02:05:00,2.0833333333333335,4750.0,6937.5
FLT00368,HF112,R012,2025-01-23,2025-01-23 19:00:00,2025-01-23 19:30:00,2025-01-23 20:35:00,2025-01-23 21:00:00,A320neo,165,Delayed,30.0,0 days 01:30:00,1.5,3142.12,4687.12
FLT00369,HF101,R001,2025-01-24,2025-01-24 13:00:00,2025-01-24 12:55:00,2025-01-24 13:50:00,2025-01-24 13:45:00,A320neo,165,On Time,0.0,0 days 00:50:00,0.8333333333333334,1662.5,2520.83
FLT00370,HF102,R002,2025-01-24,2025-01-24 19:00:00,2025-01-24 19:00:00,2025-01-24 20:05:00,2025-01-24 20:00:00,A320neo,165,On Time,0.0,0 days 01:00:00,1.0,1995.0,3025.0
