customer_id,loyalty_tier,customer_segment,preferred_channel,total_flights,delayed_flights,total_delay_min,routes_flown,verbatim_text,sentiment_score
CUST0237,Silver,Budget,Mobile App,34,8,215.0,"R006, R002, R004, R001, R005, R007, R003, R009, R012, R011, R010","Despite experiencing a delay rate of over 23%, Air Côte d'Ivoire has been my budget-friendly travel option for numerous occasions, largely thanks to the convenience offered by their mobile app booking channel preference.",-1.0
CUST0238,Gold,Business,Travel Agency,44,14,450.0,"R008, R010, R004, R005, R007, R009, R006, R002, R011, R012, R001","As a Gold member who has consistently traveled with Air Côte d'Ivoire, I've encountered quite frustrating delays on numerous occasions—14 out of my total flights have been delayed at an alarming rate of over 31%. Despite frequent flyer status and loyal patronage for the past year (44 trips), I find it disheartening that even high-tier customers can't expect timely service. Looking forward to improvements in this area.",-0.8
CUST0239,Silver,Standard,Web,43,12,260.0,"R004, R003, R006, R007, R010, R005, R012, R009, R001, R002","While I appreciate that I've flown with Air Côte d'Ivoire for my Silver loyalty tier over the past year, it's been a mixed experience due to numerous delays (12 out of 43 flights). The total delay time reached up to 260 minutes across all delayed instances. Although they serve as an economical option and convenient booking channel through Web is accessible.",-0.4
CUST0240,Explorer,Standard,Mobile App,38,10,215.0,"R003, R004, R007, R006, R005, R001, R010, R012, R009, R011","As a frequent Flyer with Air Côte d'Ivoire, I've experienced quite high delays during my trips over the past year—my delay rate stands at an unfortunate 26.3%. Despite this inconvenience, I appreciate your efforts but hope improvements can be made to enhance passenger experience.",-0.5
CUST0242,Gold,Premium,Web,39,16,500.0,"R003, R008, R009, R012, R001, R006, R005, R004, R002, R011, R007","As a Gold member with Air Côte d'Ivoire, I've experienced an overwhelmingly high delay rate of nearly half my flights at over 41%. Despite the convenience and comfort usually associated with premium travel, this consistent disruption has significantly marred what should have been delightful journeys. I am disappointed as it goes against expectations for loyalty tiers like mine.",-0.8
CUST0244,Silver,Standard,Corporate Desk,32,7,150.0,"R009, R004, R010, R001, R011, R008, R005, R007, R012, R006","While I appreciate the convenience of booking through Air Côte d'Ivoire's Corporate Desk, my experience over these past year hasn't been as smooth due to a significant delay rate (21.9%). Despite this inconvenience and missing some connections or meetings because of delays totaling 150 minutes across all flights taken so far with them, I'll continue flying but encourage improvements in their service reliability.",-0.5
CUST0246,Explorer,Budget,Mobile App,44,15,330.0,"R006, R004, R010, R005, R009, R001, R008, R011, R003, R007, R002, R012","Having flown with Air Côte d'Ivoire for a total of 44 flights over the past year, I encountered an unfortunate delay rate that reached up to 34.1%. While my loyalty tier as Explorer has kept me engaged in frequent travel through their mobile app booking channel preference, it was challenging due to several delays amounting to approximately 330 minutes collectively across all trips.",-0.7
CUST0247,Explorer,Standard,Travel Agency,25,9,195.0,"R010, R008, R012, R006, R005, R004, R009, R001, R003, R007","As a frequent Explorer traveler with Air Côte d'Ivoire, I've experienced significant disruptions over the past year—9 out of my total flights were delayed for an alarming delay rate of 36%. Despite enjoying several pleasant journeys on main routes such as R010 and R008 through our preferred booking channel—the travel agency—I find myself repeatedly frustrated by these avoidable delays. This cumulative inconvenience has diminished much of what I initially hoped to gain from the loyalty benefits offered.",-0.7
CUST0248,Silver,Standard,Mobile App,38,10,155.0,"R003, R004, R006, R010, R009, R002, R012, R008, R007, R005","Despite my loyalty to Air Côte d'Ivoire as a Silver member, I've experienced an unacceptably high delay rate of over 26% across all flights taken in the past year (38 total). These frequent disruptions not only caused cumulative frustration but also significantly inconvenienced me. Although I have used their mobile app for booking which is convenient, it doesn't make up for these repeated delays.",-0.8
CUST0250,Explorer,Standard,Mobile App,42,15,445.0,"R006, R009, R004, R003, R012, R001, R011, R005, R002, R007, R008, R010","As a frequent flyer with Air Côte d'Ivoire, I've experienced quite an unfortunate amount of delays—about one-third to be exact—with my total delay rate hovering around the distressing mark of nearly half (35.7%). Although I appreciate their main routes flown and prefer booking through mobile app conveniently, this continuous disruption has made me rethink whether staying loyal is worth it for someone in Explorer Tier status.",-0.6
CUST0251,Explorer,Premium,Corporate Desk,39,10,260.0,"R009, R001, R002, R004, R008, R005, R012, R011, R006, R010, R007","Having flown with Air Côte d'Ivoire as an Explorer for a year, I've experienced more delays than I'd like to admit - around 25.6% of my total flights were delayed by approximately 260 minutes in all! While I appreciate the comfort and premium service on offer during our trips together (like R009), this high delay rate has significantly impacted my overall satisfaction with Air Côte d'Ivoire.",-0.7
CUST0252,Gold,Standard,Travel Agency,38,7,170.0,"R002, R007, R010, R009, R005, R004, R006, R008, R011, R003, R001","Although I am a Gold member, my experience with Air Côte d'Ivoire has been disappointing due to the high delay rate of approximately 18%. Delays have caused significant inconvenience across several main routes I've flown on frequently.",-1.0
CUST0254,Explorer,Standard,Travel Agency,39,12,270.0,"R002, R004, R003, R006, R001, R007, R009, R011, R005, R010, R012","Having flown with Air Côte d'Ivoire for a year, I've taken 39 flights in total through various travel agencies but faced delays on about half of my trips (12 out of 24), totaling up to nearly five hours cumulatively across all delayed instances which is quite frustrating. Despite the high delay rate and inconvenience caused repeatedly by these disruptions during what should have been smooth journeys, I still appreciate their efforts when flights arrive as scheduled.",-0.6
CUST0255,Gold,Premium,Corporate Desk,38,14,335.0,"R008, R011, R001, R004, R009, R002, R003, R012, R006, R007, R005","As a Gold member, I expected superior service from Air Côte d'Ivoire; unfortunately, I've experienced frequent delays on my numerous flights (38 in total) with an alarming delay rate of approximately 36%. Despite the inconvenience this has caused me throughout our yearly journey together, I'll be providing constructive feedback to help improve your services. My frustration is compounded by a cumulative wait time exceeding half a day due to these disruptions.",-0.7
CUST0256,Explorer,Budget,Web,38,7,205.0,"R009, R004, R010, R002, R003, R005, R006, R011, R001, R008","As an Explorer tier member, I’ve flown with Air Côte d'Ivoire for a total of 38 flights over the past year on main routes R009 to R011 and occasionally faced delays in about 7 out of my trips (18.4% delay rate). Despite these challenges causing cumulative frustration due to lost time totaling approximately 205 minutes across all delayed instances, I appreciate their consistent effort with overall reliability when it wasn't an issue.",-0.6
CUST0257,Explorer,Budget,Corporate Desk,49,12,320.0,"R009, R011, R005, R007, R001, R003, R006, R004, R010, R002, R012, R008","As a frequent Budget Explorer with Air Côte d'Ivoire, my experience over the past year has had its ups and downs due to significant delays on nearly half of all flights (12 out of 49). Despite this inconvenience causing an average delay time across multiple routes totaling almost two hours in total waiting periods. I appreciate your efforts but would like improvements for a smoother travel journey.",-0.6
CUST0262,Explorer,Standard,Travel Agency,21,9,110.0,"R009, R005, R011, R001, R003, R004, R006, R010, R008, R002","While I appreciate the effort Air Côte d'Ivoire puts into flying me to my destinations, I've experienced quite a high delay rate of over 42%. Out of all flights booked through travel agencies like mine for Standard Explorer Tier customers with frequent flyer status, these delays have been both inconvenient and frustrating. However, I'm willing to give them another chance since I do value the airline's attempt at service.",-0.6
CUST0264,Silver,Standard,Web,35,12,345.0,"R010, R001, R004, R009, R007, R008, R006, R002, R005, R012, R011","While Air Côte d'Ivoire has been a decent choice for my standard travel needs, I've experienced quite the frustration with their frequent delays—12 out of 35 flights were delayed at an alarming rate! As someone who's invested in Silver status and counting on reliable service from here onward, I hope they can improve. Despite this setback, I'll continue to fly them as long as improvements are seen.",-0.7
CUST0265,Gold,Standard,Web,39,9,165.0,"R009, R012, R006, R008, R010, R005, R002, R003, R011, R007, R004, R001","Despite flying with Air Côte d'Ivoire for the past year, I've experienced a somewhat frustrating delay rate of approximately 23%. As Gold member, I do expect better service and timely flights on my regular trips to R009-R011 routes. Moving forward would be appreciated.",-0.5
CUST0266,Silver,Budget,Corporate Desk,36,10,115.0,"R006, R012, R002, R009, R007, R004, R003, R005, R010, R011, R001, R008","As a Silver-tier frequent flyer with Air Côte d'Ivoire, I've experienced significant inconvenience due to the high delay rate of approximately 27.8% over my past year's travel (10 out of 36 flights). The cumulative frustration from missing connections and extended waiting times has negatively impacted many aspects of our journey.",-0.7
CUST0268,Silver,Business,Web,37,10,250.0,"R007, R012, R005, R006, R010, R011, R002, R004, R009, R008, R001","As a Silver Loyalty Tier member, I've had an overall decent experience with Air Côte d'Ivoire over the past year despite facing delays on about one-third of my flights and accumulating nearly five hours in total delay time across all travels.",-0.2
CUST0271,Explorer,Budget,Corporate Desk,38,8,170.0,"R004, R006, R007, R003, R002, R008, R005, R009, R001, R011, R010","My experience with Air Côte d'Ivoire over the past year has been mostly disappointing due to a high delay rate of approximately 21%. Despite frequent flyer status as an Explorer, I have had numerous flights delayed on various routes such as R004 and R006 which cumulatively led me through significant waiting times. As much as I'd like this situation not to change for future travels.",-0.7
CUST0272,Explorer,Premium,Web,35,8,230.0,"R004, R009, R011, R002, R006, R005, R003, R012, R007, R008, R001, R010","Overall, my experience with Air Côte d'Ivoire has been a mixed bag over the past year as an Explorer tier member of Premium customers who took approximately 35 flights using our preferred booking channel (Web). Despite enjoying frequent flyer benefits like lounge access and complimentary upgrades on select routes such as R004, R009 & R011 which are my main travel destinations. However I have faced some delays with a delay rate at about 22.9% over those trips i.e., out of the total time in flight there were around an average wait period for each instance; that amounts to roughly half-an-hour cumulative waiting (total delayed minutes across all flights: 230min). A few instances turned into major inconveniences such as one missed connecting with no timely rebooking, or another where a scheduled overnight layover was bumped from the next morning. In spite of these occasional hiccups I still appreciate being able to take advantage and explore flying options for extended periods especially in this time when global travel is so important.",-0.4
CUST0273,Gold,Standard,Web,41,11,175.0,"R001, R009, R010, R011, R003, R008, R005, R007, R006, R004, R012, R002","Although Air Côte d'Ivoire offers a Gold loyalty tier, my experience over the past year has been marred by an unsettling delay rate of approximately 26%. Despite having flown on several main routes and expecting premium service as part of this membership level, I have faced delays in nearly one-third (11 out of 41) of all flights. The cumulative frustration from these disruptions makes it difficult to fully appreciate the benefits offered through my Gold status.",-0.7
CUST0274,Silver,Standard,Travel Agency,43,9,270.0,"R005, R011, R004, R007, R009, R006, R012, R003, R001, R002, R008","I appreciate the service of Air Côte d'Ivoire, especially as a Silver member enjoying benefits like lounge access and priority boarding on my frequent travels across Africa via Travel Agency bookings. However, I'm disappointed in their high delay rate; out of nearly fifty flights last year with R005 being one delayed route which impacted 270 minutes cumulatively (20.9% total), this is frustrating for loyal travelers seeking reliability.",-0.7
CUST0276,Explorer,Standard,Mobile App,41,13,355.0,"R002, R003, R006, R007, R004, R011, R012, R005, R008, R010, R009, R001","While I have flown with Air Côte d'Ivoire on numerous occasions, the high delay rate of approximately 31.7% has significantly impacted my overall experience over a year consisting of multiple flights (41 total). The cumulative effect of delays amounting to nearly an hour across all trips is quite frustrating for me as both Standard and Explorer members alike deserve reliable service.",-0.8
CUST0278,Explorer,Standard,Travel Agency,27,5,115.0,"R005, R008, R002, R009, R004, R006, R007, R012, R011, R003, R010","As a Gold Explorer member, I've flown with Air Côte d'Ivoire on numerous occasions over the past year and have generally enjoyed reliable service for most of my trips (27 flights in total). However, experiencing an above-average delay rate at around 18.5%, which resulted in nearly two hours' worth of accumulated delays across all journeys I took last year has left me somewhat disappointed with their punctuality commitment.",-0.2
CUST0279,Gold,Business,Mobile App,44,11,305.0,"R010, R009, R005, R006, R007, R001, R002, R012, R003, R004, R008, R011","Despite the convenience of using their mobile app, my frequent travels with Air Côte d'Ivoire were marred by a disappointing delay rate (25%). As a Gold member who frequently flies this route network through main routes like R010 and R009 for business purposes, I found myself spending an unnecessary amount of time waiting. My loyalty should have translated into more punctual service.",-0.6
CUST0280,Explorer,Premium,Travel Agency,33,8,160.0,"R007, R012, R003, R005, R006, R009, R002, R008, R004, R001","Despite my loyalty to Air Côte d'Ivoire, I've experienced an unsatisfactory delay rate of approximately 24% over the past year with a total accumulated waiting time exceeding one hour across multiple flights on popular routes like R007 and R012. While I appreciate that some delays are inevitable in air travel, this high frequency significantly impacts both my schedule flexibility as well as overall comfort during premium bookings made through our preferred channel - Travel Agency.",-0.7
CUST0282,Explorer,Business,Travel Agency,45,15,415.0,"R005, R010, R012, R004, R009, R007, R002, R006, R008, R001, R003, R011","While Air Côte d'Ivoire provided satisfactory service for my frequent business trips, the high delay rate of approximately one-third has been a significant source of frustration over the past year.",-0.7
CUST0285,Explorer,Standard,Travel Agency,36,10,240.0,"R004, R006, R005, R012, R010, R001, R009, R003, R011, R002, R008","While Air Côte d'Ivoire offered me the convenience of booking through a travel agency, I experienced significant inconvenience due to their high delay rate over my numerous flights (27.8%). Despite enjoying some aspects like onboard services and staff friendliness on select routes such as R004 and R006, it is frustrating that 10 out of my total 36 trips faced delays totaling nearly five hours collectively.",-0.5
CUST0286,Gold,Business,Travel Agency,34,10,260.0,"R010, R002, R006, R003, R008, R011, R009, R005, R001, R007, R012, R004","Despite being a Gold member, my experiences with Air Côte d'Ivoire have been somewhat disappointing over the past year due to frequent delays (29.4% delay rate). While I appreciate that some disruptions are inevitable in air travel, consistently high levels of disruption can be frustrating for business travelers who rely on timely connections.",-0.6
CUST0288,Explorer,Business,Mobile App,36,5,150.0,"R004, R008, R001, R009, R003, R011, R002, R005, R012, R007, R006, R010","Over the past year, I've flown with Air Côte d'Ivoire for business purposes through their Explorer loyalty tier and have encountered a total of five delays across my 36 flights (13.9% delay rate), totaling approximately 150 minutes delayed in all cases. While I appreciate some effort on ground handling at major airports like Abidjan, Yamoussoukro, or San Pedro, the cumulative frustration from these disruptions has impacted our business trips adversely.",-0.5
CUST0289,Explorer,Standard,Travel Agency,41,16,320.0,"R001, R002, R004, R009, R005, R010, R006, R012, R003, R008, R011, R007","While I appreciate the frequent flyer opportunities with Air Côte d'Ivoire, my overall experience has been marred by a high delay rate of nearly 40%. Despite often using travel agency bookings which is convenient for me as an Explorer tier member, I've had to endure multiple delays totaling over six hours. A reliable airline would prioritize punctuality more than the occasional perks.",-0.7
CUST0290,Explorer,Budget,Web,36,7,130.0,"R001, R008, R010, R012, R011, R002, R007, R009, R004, R003, R006, R005","As an Explorer, I've had a decent experience with Air Côte d'Ivoire over the past year—36 flights and mostly smooth sailing on main routes like R001 to R009! While my delay rate of around 19% was disappointing at times (7 out of 36), I'm forgiving as it's not too frequent. Overall, they've been reliable for budget travelers like me.",-0.3
CUST0292,Gold,Standard,Travel Agency,36,9,110.0,"R001, R002, R005, R010, R011, R004, R006, R003, R008, R007, R012, R009","While Air Côte d'Ivoire's Gold loyalty rewards have offered some perks, my overall experience has been marred by a high delay rate of approximately 25%. Despite enjoying premium treatment at times and maintaining good relationships with travel agents who book for me, the frequent delays across multiple main routes (R001-R012) disrupted numerous trips. I hope they can significantly improve their punctuality to better serve Gold members like myself in future.",-0.7
CUST0293,Explorer,Budget,Travel Agency,37,10,195.0,"R009, R008, R012, R001, R005, R004, R011, R006, R002, R007, R003","As a frequent budget traveler with Air Côte d'Ivoire, I've flown through the skies on R009 to R007 and back home many times in my year-long journey as an Explorer tier member—yet faced delays over ten occasions (27% delay rate), which cumulatively amounted to 195 minutes. While I appreciate that occasional disruptions can occur even for budget carriers like Air Côte d'Ivoire, this level of inconsistency is a bit discouraging and affects the overall travel experience.",-0.5
CUST0296,Explorer,Standard,Mobile App,37,9,205.0,"R004, R009, R010, R007, R003, R006, R011, R008, R001, R005","As a loyal Explorer member, I've experienced significant disruptions with Air Côte d'Ivoire; out of my total flights taken over the past year (37), I encountered delays on nine occasions which accounted for nearly half of all scheduled departures from R004 to R011 routes. Despite enjoying occasional smooth flying moments like those at Main Routes Flown: R009 and R010, these frequent interruptions have substantially marred what should be a pleasant travel experience.",-0.6
CUST0297,Silver,Business,Corporate Desk,45,11,335.0,"R010, R004, R005, R001, R007, R009, R011, R006, R008, R012, R002, R003","While Air Côte d'Ivoire has been a valuable partner for my business travels, the high delay rate of over 24% and accumulated delays totaling more than three hours across numerous flights have significantly impacted our efficiency on multiple occasions.",-0.7
CUST0299,Silver,Premium,Web,38,9,345.0,"R012, R008, R009, R004, R010, R003, R006, R005, R002","I appreciate the premium experience with Air Côte d'Ivoire, but I'm disappointed by our relatively high delay rate of about 23%. Despite enjoying a good flight for most trips and receiving excellent service when we did fly on time, this frequent disruption to plans is frustrating. As Silver members expect consistent reliability in their booking channels like Web.",-0.6
CUST0300,Silver,Standard,Web,35,9,220.0,"R011, R012, R002, R004, R005, R003, R006, R010, R009, R001, R008, R007","Despite being a Silver loyalty member with Air Côte d'Ivoire, my frequent travel has been marred by an unsettling delay rate of approximately 25%. Over the course of traveling for about nine months (35 flights), I've experienced delays on nearly one-quarter of them. While I appreciate some aspects like good in-flight meals and attentive staff at times, it's hard to overlook such a high frequency of disruptions over my journey with this airline.",-0.6
